participant,question,original_column,phase,response
22,How much was your academic workload on average? (Question adapted from Baticulon et al. (2021)),How much was your academic workload on average? (Question adapted from Baticulon et al. (2021)) .2,after,4 - High
23,How much was your academic workload on average? (Question adapted from Baticulon et al. (2021)),How much was your academic workload on average? (Question adapted from Baticulon et al. (2021)) .2,after,4 - High
24,How much was your academic workload on average? (Question adapted from Baticulon et al. (2021)),How much was your academic workload on average? (Question adapted from Baticulon et al. (2021)) .2,after,4 - High
25,How much was your academic workload on average? (Question adapted from Baticulon et al. (2021)),How much was your academic workload on average? (Question adapted from Baticulon et al. (2021)) .2,after,3 - Average
26,How much was your academic workload on average? (Question adapted from Baticulon et al. (2021)),How much was your academic workload on average? (Question adapted from Baticulon et al. (2021)) .2,after,3 - Average
27,How much was your academic workload on average? (Question adapted from Baticulon et al. (2021)),How much was your academic workload on average? (Question adapted from Baticulon et al. (2021)) .2,after,4 - High
28,How much was your academic workload on average? (Question adapted from Baticulon et al. (2021)),How much was your academic workload on average? (Question adapted from Baticulon et al. (2021)) .2,after,3 - Average
29,How much was your academic workload on average? (Question adapted from Baticulon et al. (2021)),How much was your academic workload on average? (Question adapted from Baticulon et al. (2021)) .2,after,3 - Average
30,How much was your academic workload on average? (Question adapted from Baticulon et al. (2021)),How much was your academic workload on average? (Question adapted from Baticulon et al. (2021)) .2,after,2 - Low
0,Did you feel pressure to appear constantly available or responsive for academic obligations? (Question adapted from Ralph et al. (2020)),Did you feel pressure to appear constantly available or responsive for academic obligations? (Question adapted from Ralph et al. (2020)),before,4 - Often
1,Did you feel pressure to appear constantly available or responsive for academic obligations? (Question adapted from Ralph et al. (2020)),Did you feel pressure to appear constantly available or responsive for academic obligations? (Question adapted from Ralph et al. (2020)),before,3 - Sometimes
2,Did you feel pressure to appear constantly available or responsive for academic obligations? (Question adapted from Ralph et al. (2020)),Did you feel pressure to appear constantly available or responsive for academic obligations? (Question adapted from Ralph et al. (2020)),before,3 - Sometimes
3,Did you feel pressure to appear constantly available or responsive for academic obligations? (Question adapted from Ralph et al. (2020)),Did you feel pressure to appear constantly available or responsive for academic obligations? (Question adapted from Ralph et al. (2020)),before,2 - Rarely
4,Did you feel pressure to appear constantly available or responsive for academic obligations? (Question adapted from Ralph et al. (2020)),Did you feel pressure to appear constantly available or responsive for academic obligations? (Question adapted from Ralph et al. (2020)),before,4 - Often
5,Did you feel pressure to appear constantly available or responsive for academic obligations? (Question adapted from Ralph et al. (2020)),Did you feel pressure to appear constantly available or responsive for academic obligations? (Question adapted from Ralph et al. (2020)),before,1 - Never
6,Did you feel pressure to appear constantly available or responsive for academic obligations? (Question adapted from Ralph et al. (2020)),Did you feel pressure to appear constantly available or responsive for academic obligations? (Question adapted from Ralph et al. (2020)),before,4 - Often
7,Did you feel pressure to appear constantly available or responsive for academic obligations? (Question adapted from Ralph et al. (2020)),Did you feel pressure to appear constantly available or responsive for academic obligations? (Question adapted from Ralph et al. (2020)),before,3 - Sometimes
8,Did you feel pressure to appear constantly available or responsive for academic obligations? (Question adapted from Ralph et al. (2020)),Did you feel pressure to appear constantly available or responsive for academic obligations? (Question adapted from Ralph et al. (2020)),before,3 - Sometimes
9,Did you feel pressure to appear constantly available or responsive for academic obligations? (Question adapted from Ralph et al. (2020)),Did you feel pressure to appear constantly available or responsive for academic obligations? (Question adapted from Ralph et al. (2020)),before,4 - Often
10,Did you feel pressure to appear constantly available or responsive for academic obligations? (Question adapted from Ralph et al. (2020)),Did you feel pressure to appear constantly available or responsive for academic obligations? (Question adapted from Ralph et al. (2020)),before,3 - Sometimes
11,Did you feel pressure to appear constantly available or responsive for academic obligations? (Question adapted from Ralph et al. (2020)),Did you feel pressure to appear constantly available or responsive for academic obligations? (Question adapted from Ralph et al. (2020)),before,4 - Often
